OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
306074080,LIFELONG BROOKSIDE COMMUNITY HEALTH CENTER SAN PABLO,140000542,Parent Facility,2023 Vale Rd,San Pablo,94806,07,Contra Costa,Not Applicable,,Open,1996-10-10,Clinic,Community Clinic,37.95356000,-122.33801000
306074081,FRESENIUS MEDICAL CARE DIABLO WEST ANTIOCH,140000572,Parent Facility,2386 Buchanan Rd,Antioch,94509,07,Contra Costa,Not Applicable,,Open,1998-06-13,Clinic,Chronic Dialysis Clinic,37.99861000,-121.84009000
306074082,ANTIOCH DIALYSIS CENTER,140000574,Parent Facility,3100 Delta Fair Blvd,Antioch,94509,07,Contra Costa,Not Applicable,,Open,1998-10-13,Clinic,Chronic Dialysis Clinic,38.00151000,-121.83826000
306074083,LA CLINICA PITTSBURG - MEDICAL,140000584,Parent Facility,2240 Gladstone Dr,Pittsburg,94565,07,Contra Costa,Not Applicable,,Open,1999-01-25,Clinic,Community Clinic,38.00661000,-121.86644000
306074084,LA CLINICA PITTSBURG  DENTAL,140000585,Parent Facility,339 E Leland Rd,Pittsburg,94565,07,Contra Costa,Not Applicable,,Open,1999-03-31,Clinic,Community Clinic,38.01137000,-121.88733000
306074101,FRESENIUS MEDICAL CARE DIABLO BRENTWOOD,140000673,Parent Facility,4510 Ohara Ave,Brentwood,94513,07,Contra Costa,Not Applicable,,Open,2003-10-28,Clinic,Chronic Dialysis Clinic,37.93844000,-121.70072000
306074106,FRESENIUS MEDICAL CARE DIABLO WALNUT CREEK,140000490,Parent Facility,365 Lennon Ln,Walnut Creek,94598,07,Contra Costa,Not Applicable,,Open,2005-04-03,Clinic,Chronic Dialysis Clinic,37.92757000,-122.02989000
306074108,CONCORD DIALYSIS CENTER,140000712,Parent Facility,2300 Stanwell Dr,Concord,94520,07,Contra Costa,Not Applicable,,Open,2004-10-07,Clinic,Chronic Dialysis Clinic,37.98082000,-122.05003000
306074112,BAART-ANTIOCH,550000006,Parent Facility,3707 Sunset Ln,Antioch,94509,07,Contra Costa,Not Applicable,,Open,2005-03-14,Clinic,Community Clinic,37.98450000,-121.80420000
306074113,BAART RICHMOND CLINIC,550000029,Parent Facility,1313 CUTTING BLVD,RICHMOND,94804,07,Contra Costa,Not Applicable,,Open,2005-05-12,Clinic,Community Clinic,37.92544850,-122.35654640
306074119,SUTTER DELTA COMMUNITY CLINIC,550000037,Parent Facility,3901 LONE TREE WAY,ANTIOCH,94509,07,Contra Costa,Not Applicable,,Open,2005-06-23,Clinic,Community Clinic,37.98246900,-121.80531400
306074122,WALNUT CREEK DIALYSIS CENTER,140000331,Parent Facility,404 N Wiget Ln,Walnut Creek,94598,07,Contra Costa,Not Applicable,,Open,2006-05-22,Clinic,Chronic Dialysis Clinic,37.92944000,-122.02885000
306074124,PORTIA BELL HUME BEHAVIORAL HEALTH AND TRAINING CTR.,140000460,Parent Facility,1333 Willow Pass Rd,Concord,94520,07,Contra Costa,Not Applicable,,Open,2006-06-13,Clinic,Psychology Clinic,37.96899000,-122.05180000
306074133,LIFELONG BROOKSIDE COMMUNITY HEALTH CENTER - RICHMOND,550000122,Parent Facility,1030 Nevin Ave,Richmond,94801,07,Contra Costa,Not Applicable,,Open,2007-11-23,Clinic,Community Clinic,37.93680000,-122.35917000
306074144,PLANNED PARENTHOOD EL CERRITO CENTER,550001317,Parent Facility,320 El Cerrito Plz,El Cerrito,94530,07,Contra Costa,Not Applicable,,Open,2010-07-16,Clinic,Community Clinic,37.89966310,-122.29904300
306074147,DELTA VIEW DIALYSIS,550001411,Parent Facility,1150 E Leland Rd,Pittsburg,94565,07,Contra Costa,Not Applicable,,Open,2010-10-21,Clinic,Chronic Dialysis Clinic,38.00862000,-121.87297000
306074150,FRESENIUS MEDICAL CARE DIABLO EAST ANTIOCH,550001561,Parent Facility,2163 Country Hills Dr,Antioch,94509,07,Contra Costa,Not Applicable,,Open,2011-05-06,Clinic,Chronic Dialysis Clinic,37.97017000,-121.78423000
306074159,LA CLINICA MONUMENT,140000677,Parent Facility,2000 Sierra Rd,Concord,94518,07,Contra Costa,Not Applicable,,Open,2011-12-01,Clinic,Community Clinic,37.95261520,-122.03671980
306074160,LA CLINICA OAKLEY,550002122,Parent Facility,2021 Main St,Oakley,94561,07,Contra Costa,Not Applicable,,Open,2012-10-29,Clinic,Community Clinic,38.00405640,-121.73291980
306074162,RICHMOND DIALYSIS,550001670,Parent Facility,4200 MacDonald Ave,Richmond,94805,07,Contra Costa,Not Applicable,,Open,2012-08-26,Clinic,Chronic Dialysis Clinic,37.93310890,-122.32991670
306074171,PLANNED PARENTHOOD SAN RAMON CENTER,140000214,Parent Facility,200 Porter Dr,San Ramon,94583,07,Contra Costa,Not Applicable,,Open,2014-02-26,Clinic,Community Clinic,37.77418000,-121.99132000
306074172,BRIGHTER BEGINNINGS FAMILY HEALTH CLINIC,550002684,Parent Facility,2727 MacDonald Ave,Richmond,94804,07,Contra Costa,Not Applicable,,Open,2014-05-15,Clinic,Community Clinic,37.93502000,-122.34217000
306074180,WALNUT CREEK WEST DIALYSIS,550002991,Parent Facility,1221 Rossmoor Pky,Walnut Creek,94595,07,Contra Costa,Not Applicable,,Open,2015-05-07,Clinic,Chronic Dialysis Clinic,37.87813000,-122.07086000
306074182,EL SOBRANTE DIALYSIS,550003151,Parent Facility,3380 San Pablo Dam Rd,San Pablo,94803,07,Contra Costa,Not Applicable,,Open,2015-07-08,Clinic,Chronic Dialysis Clinic,37.96294000,-122.32472000
306074184,OPTIONS FOR WOMEN OF CALIFORNIA,140000671,Parent Facility,5167 Clayton Rd,Concord,94521,07,Contra Costa,Not Applicable,,Open,2015-11-20,Clinic,Community Clinic,37.95560000,-121.96680000
306074200,LONE TREE RANCH DIALYSIS,550003900,Parent Facility,4040 Lone Tree Way,Antioch,94531,07,Contra Costa,Not Applicable,,Open,2017-08-19,Clinic,Chronic Dialysis Clinic,37.97885000,-121.80441000
306080458,SANDERLING DIALYSIS OF CRESCENT CITY,550004446,Parent Facility,780 E Washington Blvd,Crescent City,95531,08,Del Norte,Not Applicable,,Open,2019-05-15,Clinic,Chronic Dialysis Clinic,41.77277000,-124.19289000
306084005,DEL NORTE COMMUNITY HEALTH CENTER,110000215,Parent Facility,550 E Washington Blvd,Crescent City,95531,08,Del Norte,Not Applicable,,Open,2007-11-10,Clinic,Community Clinic,41.77275000,-124.19857000
306084006,SUTTER COAST COMMUNTIY CLINIC,550000328,Parent Facility,780 E Washington Blvd,Crescent City,95531,08,Del Norte,Not Applicable,,Open,2006-07-06,Clinic,Community Clinic,41.77272000,-124.19285000
306084007,"UNITED INDIAN HEALTH SERVICES, INC.",550002425,Parent Facility,1675 Northcrest Dr,Crescent City,95531,08,Del Norte,Not Applicable,,Open,2013-08-12,Clinic,Community Clinic,41.77536000,-124.19908100
306090388,BARTON CENTER FOR ORTHOPEDICS AND WELLNESS,550004281,Parent Facility,2170 South Ave,South Lake Tahoe,96150,09,El Dorado,Not Applicable,,Open,2018-07-03,Clinic,Community Clinic,38.91228000,-119.99758000
306094018,BARTON FAMILY MEDICINE,030000676,Parent Facility,1090 3rd St,S Lake Tahoe,96150,09,El Dorado,Not Applicable,,Open,1999-01-01,Clinic,Community Clinic,38.91478000,-119.99665000
306094023,EL DORADO COUNTY COMMUNITY HEALTH CENTER,030000776,Parent Facility,4327 Golden Center Dr,Placerville,95667,09,El Dorado,Not Applicable,,Open,2003-05-09,Clinic,Community Clinic,38.70636000,-120.82764000
306094026,PLACERVILLE HEALTH AND WELLNESS CENTER,550000806,Parent Facility,4641 MISSOURI FLAT RD,PLACERVILLE,95667,09,El Dorado,Not Applicable,,Open,2008-10-30,Clinic,Community Clinic,38.69606100,-120.82366500
306094027,CAMERON PARK DIALYSIS,110000457,Parent Facility,3311 Coach Ln,Cameron Park,95682,09,El Dorado,Not Applicable,,Open,2011-06-07,Clinic,Chronic Dialysis Clinic,38.65816000,-120.97343000
306094028,EL DORADO COMMUNITY HEALTH CENTER CAMERON PARK,550002927,Parent Facility,3104 Ponte Morino Dr,Cameron Park,95682,09,El Dorado,Not Applicable,,Open,2014-12-30,Clinic,Community Clinic,38.66304000,-120.96672000
306094030,EL DORADO COMMUNITY HEALTH CENTER CAMERON PARK MAIN,550003360,Parent Facility,3100 Ponte Morino Dr,Cameron Park,95682,09,El Dorado,Not Applicable,,Open,2016-01-14,Clinic,Community Clinic,38.66237000,-120.96737000
306100019,ORANGE AND BUTLER COMMUNITY HEALTH CENTER,040000014,Parent Facility,1350 S Orange Ave,Fresno,93702,10,Fresno,Not Applicable,,Open,1981-04-18,Clinic,Community Clinic,36.72907000,-119.76368000
306100021,SAN JOAQUIN HEALTH CENTER,040000217,Parent Facility,21890 W Colorado Ave,San Joaquin,93660,10,Fresno,Not Applicable,,Open,1981-08-05,Clinic,Community Clinic,36.60546300,-120.18431200
306100353,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,550004148,Parent Facility,1570 7th St,Sanger,93657,10,Fresno,Not Applicable,,Open,2018-02-28,Clinic,Community Clinic,36.70609000,-119.55956000
306100373,FAMILY HEALTHCARE NETWORK,550004220,Parent Facility,290 Wayte St,Fresno,93701,10,Fresno,Not Applicable,,Open,2018-04-22,Clinic,Community Clinic,36.74650000,-119.78374000
306100386,FAMILY HEALTHCARE NETWORK,550004274,Parent Facility,255 N Herwald Dr,Fresno,93701,10,Fresno,Not Applicable,,Open,2018-06-26,Clinic,Community Clinic,36.74565000,-119.78267000
306100414,PREGNANCY CARE CENTER,550000424,Parent Facility,1127 E Olive Ave,Fresno,93728,10,Fresno,Not Applicable,,Open,2018-11-06,Clinic,Community Clinic,36.75770000,-119.79752000
306100429,FRESENIUS KIDNEY CARE CLOVIS,550004465,Parent Facility,2585 Alluvial Ave,Clovis,93611,10,Fresno,Not Applicable,,Open,2018-12-03,Clinic,Chronic Dialysis Clinic,36.84518000,-119.66615000
306100467,KING'S CANYON SURGERY CENTER,550005029,Parent Facility,145 S Newmark Ave,Parlier,93648,10,Fresno,Not Applicable,,Open,2019-11-05,Clinic,Surgical Clinic,36.61065000,-119.52994000
306100490,FRESNO DIALYSIS,240000782,Parent Facility,4308 W Shaw Ave,Fresno,93722,10,Fresno,Not Applicable,,Open,2019-11-20,Clinic,Chronic Dialysis Clinic,36.80837000,-119.86937000
306100515,OMNI FAMILY HEALTH,550004922,Parent Facility,4646 N 1st St,Fresno,93726,10,Fresno,Not Applicable,,Open,2019-09-19,Clinic,Community Clinic,36.80218000,-119.77221000
306100535,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,550005434,Parent Facility,13th St,Huron,93234,10,Fresno,Not Applicable,,Open,2020-05-03,Clinic,Community Clinic,36.20841000,-120.10085000
306100674,CENTRAL FRESNO COMMUNITY HEALTH CENTER,550003996,Parent Facility,4711 W Ashlan Ave,Fresno,93722,10,Fresno,Not Applicable,,Open,2017-11-13,Clinic,Community Clinic,36.79346000,-119.87848000
306100716,FRESNO COUNTY E.O.C. HEALTH CLINIC,040000095,Parent Facility,1047 R St,Fresno,93721,10,Fresno,Not Applicable,,Open,1974-06-01,Clinic,Community Clinic,36.74037000,-119.78264000
306100771,UNITED HEALTH CTRS OF SAN JOAQUIN VALLEY,040000129,Parent Facility,445 11th St,Orange Cove,93646,10,Fresno,Not Applicable,,Open,1971-04-01,Clinic,Community Clinic,36.62739000,-119.31910000
306100777,PLANNED PARENTHOOD MAR MONTE,040000135,Parent Facility,650 N Fulton St,Fresno,93728,10,Fresno,Not Applicable,,Open,1973-05-15,Clinic,Community Clinic,36.75218000,-119.80033000
306100938,OMNI FAMILY HEALTH,550004106,Parent Facility,1530 E Manning Ave,Reedley,93654,10,Fresno,Not Applicable,,Open,2018-01-18,Clinic,Community Clinic,36.60418000,-119.43289000
306101074,ASH TREE DIALYSIS,240000786,Parent Facility,2666 N Grove Industrial Dr,Fresno,93727,10,Fresno,Not Applicable,,Open,1976-06-25,Clinic,Chronic Dialysis Clinic,36.77440000,-119.72999000
306101191,UNITED HEALTH CTRS OF SAN JOAQUIN VALLEY - PARLIER,040000189,Parent Facility,650 S Zediker Ave,Parlier,93648,10,Fresno,Not Applicable,,Open,1976-07-15,Clinic,Community Clinic,36.60494000,-119.52103000
306101872,UNITED HEALTH CTRS OF SAN JOAQUIN VALLEY,040000201,Parent Facility,16928 11th St,Huron,93234,10,Fresno,Not Applicable,,Open,1977-10-27,Clinic,Community Clinic,36.20533000,-120.10272000
306104002,ALLIANT INTERNATIONAL UNIVERSITY,040000237,Parent Facility,5130 E Clinton Way,Fresno,93727,10,Fresno,Not Applicable,,Open,1986-11-20,Clinic,Psychology Clinic,36.76761000,-119.72195000
306104012,ELM COMMUNITY HEALTH CENTER,040000244,Parent Facility,2740 S Elm Ave,Fresno,93706,10,Fresno,Not Applicable,,Open,1987-12-07,Clinic,Community Clinic,36.70171000,-119.79087000
306104015,SAN JOAQUIN VALLEY DIALYSIS CENTER,240000790,Parent Facility,3636 N 1st St,Fresno,93726,10,Fresno,Not Applicable,,Open,1989-01-20,Clinic,Chronic Dialysis Clinic,36.78332000,-119.77240000
306104041,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,040000313,Parent Facility,121 Barboza St,Mendota,93640,10,Fresno,Not Applicable,,Open,1992-09-17,Clinic,Community Clinic,36.76658000,-120.38400000
306104048,KINGS WINERY MEDICAL CLINIC,040000336,Parent Facility,4929 E Kings Canyon Rd,Fresno,93727,10,Fresno,Not Applicable,,Open,1993-05-13,Clinic,Community Clinic,36.73603000,-119.73071000
306104069,CENTRAL VALLEY INDIAN HEALTH CLINIC PRATHER,040000392,Parent Facility,29369 Auberry Rd,Prather,93651,10,Fresno,Not Applicable,,Open,1995-06-27,Clinic,Community Clinic,37.03865000,-119.51793000
306105012,"COALINGA VALLEY HEALTH CLINICS, INC. - HURON",040000494,Parent Facility,36617 Central Ave,Huron,93234,10,Fresno,Not Applicable,,Open,1999-09-16,Clinic,Community Clinic,36.20153630,-120.10229610
306105013,"COALINGA VALLEY HEALTH, INC. - COALINGA",040000496,Parent Facility,1145 PHELPS AVE,COALINGA,93210,10,Fresno,Not Applicable,,Open,1999-09-16,Clinic,Community Clinic,36.15150870,-120.33987500
306105018,VALLEY SMILES,040000522,Parent Facility,21890 W Colorado Ave,San Joaquin,93660,10,Fresno,Not Applicable,,Open,2001-08-09,Clinic,Community Clinic,36.60480000,-120.18476000
306105031,FRESNO PALM BLUFFS DIALYSIS,240000849,Parent Facility,770 W Pinedale Ave,Fresno,93711,10,Fresno,Not Applicable,,Open,2003-01-27,Clinic,Chronic Dialysis Clinic,36.84478000,-119.80676000
306105035,WEST FRESNO COMMUNITY HEALTH CENTER,040000549,Parent Facility,302 Fresno St,Fresno,93706,10,Fresno,Not Applicable,,Open,2003-07-01,Clinic,Community Clinic,36.72409000,-119.80887000
306105038,HEALTHY SMILES MOBILE DENTAL FOUNDATION,040000554,Parent Facility,1275 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,,Open,2004-04-15,Clinic,Community Clinic,36.80825000,-119.81463000
306105040,REGIONAL MEDICAL COMMUNITY HEALTH CENTER,040000557,Parent Facility,2505 E Divisadero St,Fresno,93721,10,Fresno,Not Applicable,,Open,2004-07-23,Clinic,Community Clinic,36.74335000,-119.78062000
306105044,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,040000380,Parent Facility,517 S Madera Ave,Kerman,93630,10,Fresno,Not Applicable,,Open,2005-02-06,Clinic,Community Clinic,36.72717000,-120.06032000
306105047,FRESNO DENTAL SURGERY CENTER - A VALLARINE DENTAL PRACTICE,550000219,Parent Facility,2828 Fresno St,Fresno,93721,10,Fresno,Not Applicable,,Open,2010-08-01,Clinic,Surgical Clinic,36.74184000,-119.78380000
306105050,SANGER SEQUOIA DIALYSIS,550001242,Parent Facility,2517 Jensen Ave,Sanger,93657,10,Fresno,Not Applicable,,Open,2010-02-17,Clinic,Chronic Dialysis Clinic,36.70675740,-119.57230760
306105064,KERMAN DENTAL CENTER/VALLEY OPTOMETRIC CENTER,550001812,Parent Facility,942 S Madera Ave,Kerman,93630,10,Fresno,Not Applicable,,Open,2012-01-11,Clinic,Community Clinic,36.72121850,-120.06009090
306105065,GARLAND COMMUNITY HEALTH CENTER,550000725,Parent Facility,3727 N 1st St,Fresno,93726,10,Fresno,Not Applicable,,Open,2008-10-15,Clinic,Community Clinic,36.78519000,-119.77272000
306105068,KERMAN HEALTH CENTER,040000472,Parent Facility,449 S Madera Ave,Kerman,93630,10,Fresno,Not Applicable,,Open,2008-11-01,Clinic,Community Clinic,36.72858000,-120.06030000
306105069,BAART COMMUNITY HEALTHCARE - VAN NESS CLINIC,550000883,Parent Facility,539 N Van Ness Ave,Fresno,93728,10,Fresno,Not Applicable,,Open,2009-02-05,Clinic,Community Clinic,36.75119000,-119.79893000
306105070,BAART COMMUNITY HEALTHCARE - E STREET CLINIC,550000874,Parent Facility,1235 E ST,FRESNO,93706,10,Fresno,Not Applicable,,Open,2009-02-04,Clinic,Community Clinic,36.73242650,-119.79938690
306105073,SELMA DIALYSIS,240000797,Parent Facility,2711 Cinema Way,Selma,93662,10,Fresno,Not Applicable,,Open,2010-02-03,Clinic,Chronic Dialysis Clinic,36.57283000,-119.62424000
306105075,"FAMILY FIRST HEALTH CARE, A SERVICE OF PLND. PARNT.",040000294,Parent Facility,6095 N 1st St,Fresno,93710,10,Fresno,Not Applicable,,Open,2010-05-04,Clinic,Community Clinic,36.82463000,-119.77239000
306105076,FRESENIUS MEDICAL CARE OF FRESNO NORTH,550001316,Parent Facility,6737 N Willow Ave,Fresno,93720,10,Fresno,Not Applicable,,Open,2009-08-31,Clinic,Chronic Dialysis Clinic,36.86966000,-119.72981000
306105080,HERNDON DIALYSIS,550002083,Parent Facility,560 E Herndon Ave,Fresno,93720,10,Fresno,Not Applicable,,Open,2012-09-25,Clinic,Chronic Dialysis Clinic,36.83742900,-119.77594100
306105081,ELM DENTAL CENTER,550001459,Parent Facility,2756 S Elm Ave,Fresno,93706,10,Fresno,Not Applicable,,Open,2011-01-11,Clinic,Community Clinic,36.70115000,-119.79087000
306105089,SABLAN HEALTH CENTER,550001856,Parent Facility,927 O St,Firebaugh,93622,10,Fresno,Not Applicable,,Open,2012-03-12,Clinic,Community Clinic,36.86071800,-120.45784000
306105094,ELM WOMEN'S & PEDIATRIC COMMUNITY HEALTH CENTER,550000525,Parent Facility,2760 S Elm Ave,Fresno,93706,10,Fresno,Not Applicable,,Open,2013-03-05,Clinic,Community Clinic,36.70096820,-119.79065690
306105095,TZU CHI MOBILE CLINIC,550001826,Parent Facility,3898 N Ann Ave,Fresno,93726,10,Fresno,Not Applicable,,Open,2013-03-22,Clinic,Free Clinic,36.78852600,-119.72741300
306105097,NORTH FINE COMMUNITY HEALTH CENTER,550002258,Parent Facility,1945 N Fine Ave,Fresno,93727,10,Fresno,Not Applicable,,Open,2013-05-16,Clinic,Community Clinic,36.76826230,-119.72915090
306105101,"CENTRAL VALLEY INDIAN HEALTH, INC.",040000015,Parent Facility,2740 Herndon Ave,Clovis,93611,10,Fresno,Not Applicable,,Open,2013-11-23,Clinic,Community Clinic,36.83738000,-119.66104000
306105102,COALINGA DIALYSIS,550002362,Parent Facility,1147 Phelps Ave,Coalinga,93210,10,Fresno,Not Applicable,,Open,2013-07-22,Clinic,Chronic Dialysis Clinic,36.15153000,-120.34141000
306105103,KERMAN UNIFIED SCHOOL DISTRICT COMMUNITY HEALTH CENTER,550002331,Parent Facility,702 S 8th St,Kerman,93630,10,Fresno,Not Applicable,,Open,2013-07-24,Clinic,Community Clinic,36.72454620,-120.05647020
306105106,NORTH MARKS MEDICAL CLINIC,550002654,Parent Facility,4011 N Marks Ave,Fresno,93722,10,Fresno,Not Applicable,,Open,2014-05-01,Clinic,Community Clinic,36.79405000,-119.84434000
306105108,FRESENIUS MEDICAL CARE FRESNO AIRPORT EAST,550003601,Parent Facility,1899 N Helm Ave,Fresno,93727,10,Fresno,Not Applicable,,Open,2016-07-06,Clinic,Chronic Dialysis Clinic,36.76771000,-119.72390000
306105112,CLOVIS COMMUNITY HEALTH CENTER,550002676,Parent Facility,180 W Shaw Ave,Clovis,93612,10,Fresno,Not Applicable,,Open,2014-05-27,Clinic,Community Clinic,36.80839000,-119.71252000
306105113,CENTRAL VALLEY MEDICAL SERVICES CORPORATION,550002646,Parent Facility,851 Van Ness Ave,Fresno,93721,10,Fresno,Not Applicable,,Open,2014-04-29,Clinic,Community Clinic,36.73312000,-119.78752000
306105115,ARIA COMMUNITY HEALTH CENTER RIVERDALE,550002822,Parent Facility,3554 W Mount Whitney Ave,Riverdale,93656,10,Fresno,Not Applicable,,Open,2014-09-17,Clinic,Community Clinic,36.43084000,-119.86210000
306105116,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,550002829,Parent Facility,1560 E Manning Ave,Reedley,93654,10,Fresno,Not Applicable,,Open,2014-09-30,Clinic,Community Clinic,36.60414500,-119.43259700
306105117,GASTON MIDDLE SCHOOL HEALTH AND WELLNESS CENTER,550002755,Parent Facility,1120 E Church Ave,Fresno,93706,10,Fresno,Not Applicable,,Open,2014-07-25,Clinic,Community Clinic,36.71412210,-119.79754120
306105120,PREGNANCY CARE CENTER,550002877,Parent Facility,7005 N Maple Ave,Fresno,93720,10,Fresno,Not Applicable,,Open,2014-11-14,Clinic,Community Clinic,36.83789000,-119.74522000
306105129,KERMAN DIALYSIS CENTER LLC,550003263,Parent Facility,14945 W Whitesbridge Ave,Kerman,93630,10,Fresno,Not Applicable,,Open,2015-10-05,Clinic,Chronic Dialysis Clinic,36.73491000,-120.05912000
306105132,KINGSBURG COMMUNITY HEALTH CENTER,550003342,Parent Facility,1250 Smith St,Kingsburg,93631,10,Fresno,Not Applicable,,Open,2016-01-14,Clinic,Community Clinic,36.51289000,-119.54886000
306105133,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,550003363,Parent Facility,601 3rd St,Parlier,93648,10,Fresno,Not Applicable,,Open,2016-01-26,Clinic,Community Clinic,36.61428000,-119.52760000
306105134,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,550003570,Parent Facility,106 E Main St,Fowler,93625,10,Fresno,Not Applicable,,Open,2016-07-07,Clinic,Community Clinic,36.62891000,-119.67867000
306105135,BMA OF CENTRAL VALLEY RURAL DIALYSIS,240000783,Parent Facility,810 E Manning Ave,Reedley,93654,10,Fresno,Not Applicable,,Open,2017-08-19,Clinic,Chronic Dialysis Clinic,36.60419000,-119.44068000
306105138,OMNI FAMILY HEALTH,550003912,Parent Facility,925 G St,Reedley,93654,10,Fresno,Not Applicable,,Open,2017-07-11,Clinic,Community Clinic,36.59801000,-119.45264000
306105139,TODOS PARA LA SALUD,550003902,Parent Facility,4420 N 1st St,Fresno,93726,10,Fresno,Not Applicable,,Open,2017-06-19,Clinic,Community Clinic,36.79810000,-119.77222000
306105140,"CENTRAL VALLEY INDIAN HEALTH, BULLARD CLINIC",550003941,Parent Facility,255 W Bullard Ave,Clovis,93612,10,Fresno,Not Applicable,,Open,2017-08-14,Clinic,Community Clinic,36.82308000,-119.71436000
306105141,WEST SHAW COMMUNITY HEALTH CENTER,550001987,Parent Facility,3645 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,,Open,2017-11-12,Clinic,Community Clinic,36.80817000,-119.85886000
306112582,AMPLA HEALTH ORLAND MEDICAL & DENTAL,230000102,Parent Facility,1211 Cortina Dr,Orland,95963,11,Glenn,Not Applicable,,Open,1991-08-15,Clinic,Community Clinic,39.74164000,-122.20163000
306114003,"NORTHERN VALLEY INDIAN HEALTH, INC.",230000212,Parent Facility,207 N Butte St,Willows,95988,11,Glenn,Not Applicable,,Open,1993-12-07,Clinic,Community Clinic,39.52209000,-122.19539000
306114005,AMPLA HEALTH HAMILTON CITY MEDICAL,230000196,Parent Facility,278 Main St,Hamilton City,95951,11,Glenn,Not Applicable,,Open,2012-04-28,Clinic,Community Clinic,39.74132000,-122.01169000
306120530,REDWOOD COAST PACE - FORTUNA,550005298,Parent Facility,3200 Newburg Rd,Fortuna,95540,12,Humboldt,Not Applicable,,Open,2020-02-20,Clinic,Community Clinic,40.59519000,-124.13321000
306120983,HUMBOLDT OPEN DOOR CLINIC,110000024,Parent Facility,770 10th St,Arcata,95521,12,Humboldt,Not Applicable,,Open,1972-05-22,Clinic,Community Clinic,40.86980000,-124.08612000
306121005,NORTHCOUNTRY CLINIC-ARCATA,110000034,Parent Facility,785 18th St,Arcata,95521,12,Humboldt,Not Applicable,,Open,1977-02-14,Clinic,Community Clinic,40.87605000,-124.08372000
306121019,FRESENIUS MEDICAL CARE OF EUREKA,110000432,Parent Facility,2765 Timber Ridge Ln,Eureka,95503,12,Humboldt,Not Applicable,,Open,1977-01-11,Clinic,Chronic Dialysis Clinic,40.78006000,-124.13675000
306121917,"REDWOODS RURAL HEALTH CENTER, INC",110000099,Parent Facility,101 W Coast Rd,Redway,95560,12,Humboldt,Not Applicable,,Open,1977-09-19,Clinic,Community Clinic,40.11687000,-123.81342000
306124016,WILLOW CREEK COMMUNITY HEALTH CENTER,550000825,Parent Facility,38883 State Highway 299,Willow Creek,95573,12,Humboldt,Not Applicable,,Open,2008-12-08,Clinic,Community Clinic,40.93992000,-123.63354000
306124017,MCKINLEYVILLE COMMUNITY HEALTH CENTER,110000340,Parent Facility,1644 Central Ave,McKinleyville,95519,12,Humboldt,Not Applicable,,Open,1998-06-02,Clinic,Community Clinic,40.93506000,-124.10096000
306124024,"UNITED INDIAN HEALTH SERVICES, INC.",110000347,Parent Facility,1600 WEEOT WAY,ARCATA,95521,12,Humboldt,Not Applicable,,Open,1999-06-14,Clinic,Community Clinic,40.89669000,-124.08960000
306124027,EUREKA COMMUNITY HEALTH CENTER - BURRE DENTAL CTR,110000502,Parent Facility,959 Myrtle Ave,Eureka,95501,12,Humboldt,Not Applicable,,Open,2002-10-28,Clinic,Community Clinic,40.80059000,-124.14974000
306124030,TELEHEALTH AND VISITING SPECIALIST CENTER,550000105,Parent Facility,2426 Buhne St,Eureka,95501,12,Humboldt,Not Applicable,,Open,2006-04-11,Clinic,Community Clinic,40.78592000,-124.14066000
306124032,SECOND MOBILE UNIT,110000521,Parent Facility,3696 Jacobs Ave,Eureka,95501,12,Humboldt,Not Applicable,,Open,2007-08-01,Clinic,Community Clinic,40.80447000,-124.12637000
306124035,FRESENIUS MEDICAL CARE MCKINLEYVILLE,550001189,Parent Facility,1550 Heartwood Dr,Mckinleyville,95519,12,Humboldt,Not Applicable,,Open,2010-01-15,Clinic,Chronic Dialysis Clinic,40.93937390,-124.10311180
306124036,PERINATAL SERVICES OF NORTHCOUNTRY CLINIC,550001438,Parent Facility,3800 Janes Rd,Arcata,95521,12,Humboldt,Not Applicable,,Open,2010-12-01,Clinic,Community Clinic,40.89672000,-124.09300000
306124038,BURRE MOBILE DENTAL,550001893,Parent Facility,959 Myrtle Ave,Eureka,95501,12,Humboldt,Not Applicable,,Open,2012-04-17,Clinic,Community Clinic,40.80059000,-124.14974000
306124039,EUREKA COMMUNITY HEALTH CENTER,110000223,Parent Facility,2200 Tydd St,Eureka,95501,12,Humboldt,Not Applicable,,Open,2012-12-18,Clinic,Community Clinic,40.80177530,-124.14697890
